model,dataset,kind,attack,model_label,param_count,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
ConvNeXt,Cifar10|epochs3_pretrain3,Original,CW,ConvNeXt (Original),27827818,0.52,0.1257,0.1257,0.48,0.8743,0.8743,0.3943,0.7582692307692307,0.2417307692307692
ConvNeXt,Cifar10|epochs100_pretrain300,Original,CW,ConvNeXt (Original),27827818,0.7525,0.0032,0.0032,0.2475,0.9968,0.9968,0.7493,0.9957475083056478,0.0042524916943521
ConvNeXt,Cifar10|epochs300_pretrain100,Original,CW,ConvNeXt (Original),27827818,0.7556,0.0024,0.0024,0.2443999999999999,0.9976,0.9976,0.7532000000000001,0.9968237162519852,0.0031762837480148
ConvNeXt,Cifar10|epochs200_pretrain200,Original,CW,ConvNeXt (Original),27827818,0.7534,0.0032,0.0032,0.2466,0.9968,0.9968,0.7502,0.9957525882665252,0.0042474117334749
RegNetX_400MF,Cifar100_epochs300_pretrain100,Finetuned,BIM,RegNetX_400MF (Finetuned),4032260,0.401,0.1989,0.1989,0.599,0.8011,0.8011,0.2021,0.5039900249376559,0.4960099750623441
RegNetX_400MF,Cifar100_epochs100_pretrain300,Finetuned,BIM,RegNetX_400MF (Finetuned),4032260,0.3991,0.1935,0.1935,0.6009,0.8065,0.8065,0.2056,0.5151591079929843,0.4848408920070158
RegNetX_400MF,Cifar100_epochs3_pretrain3,Finetuned,BIM,RegNetX_400MF (Finetuned),3884036,0.13,0.0314,0.0314,0.87,0.9686,0.9686,0.0986,0.7584615384615385,0.2415384615384615
RegNetX_400MF,Cifar100_epochs200_pretrain200,Finetuned,BIM,RegNetX_400MF (Finetuned),4032260,0.3997,0.2037,0.2037,0.6003000000000001,0.7963,0.7963,0.196,0.4903677758318739,0.509632224168126
RegNetX_400MF,Cifar100_epochs300_pretrain100,Original,BIM,RegNetX_400MF (Original),4811012,0.3579,0.1877,0.1877,0.6421,0.8123,0.8123,0.1702,0.4755518301201453,0.5244481698798548
RegNetX_400MF,Cifar100_epochs100_pretrain300,Original,BIM,RegNetX_400MF (Original),4811012,0.353,0.1516,0.1516,0.647,0.8484,0.8484,0.2013999999999999,0.5705382436260623,0.4294617563739377
RegNetX_400MF,Cifar100_epochs3_pretrain3,Original,BIM,RegNetX_400MF (Original),4811012,0.0965,0.0115,0.0115,0.9035,0.9885,0.9885,0.085,0.8808290155440415,0.1191709844559585
RegNetX_400MF,Cifar100_epochs200_pretrain200,Original,BIM,RegNetX_400MF (Original),4811012,0.3576,0.1738,0.1738,0.6424000000000001,0.8262,0.8262,0.1837999999999999,0.5139821029082774,0.4860178970917226
VGG16,Cifar100|epochs100_pretrain300,Finetuned,APGD,VGG16 (Finetuned),22623396,0.6785,0.0238,0.0238,0.3215,0.9762,0.9762,0.6547,0.9649226234340456,0.0350773765659543
VGG16,Cifar100|epochs3_pretrain3,Finetuned,APGD,VGG16 (Finetuned),22262180,0.3241,0.025,0.025,0.6759,0.975,0.975,0.2991,0.9228633137920396,0.0771366862079605
VGG16,Cifar100|epochs200_pretrain200,Original,APGD,VGG16 (Original),34031780,0.6072,0.023,0.023,0.3928,0.977,0.977,0.5841999999999999,0.962121212121212,0.0378787878787878
VGG16,Cifar100|epochs100_pretrain300,Original,APGD,VGG16 (Original),34031780,0.5486,0.0168,0.0168,0.4514,0.9832,0.9832,0.5317999999999999,0.969376594969012,0.0306234050309879
VGG16,Cifar100|epochs300_pretrain100,Original,APGD,VGG16 (Original),34031780,0.6195,0.0236,0.0236,0.3804999999999999,0.9764,0.9764,0.5959000000000001,0.961904761904762,0.038095238095238
VGG16,Cifar100|epochs3_pretrain3,Original,APGD,VGG16 (Original),34031780,0.0886,0.0066,0.0066,0.9114,0.9934,0.9934,0.082,0.925507900677201,0.0744920993227991
VGG16,Cifar10_epochs3_pretrain3,Finetuned,APGD,VGG16 (Finetuned),21893450,0.7592,0.1289,0.1289,0.2408,0.8711,0.8711,0.6303,0.8302160168598525,0.1697839831401475
VGG16,Cifar10_epochs100_pretrain300,Finetuned,APGD,VGG16 (Finetuned),21893450,0.9167,0.0502,0.0502,0.0833,0.9498,0.9498,0.8664999999999999,0.9452383549689102,0.0547616450310897
VGG16,Cifar10_epochs200_pretrain200,Original,APGD,VGG16 (Original),33663050,0.9245,0.1371,0.1371,0.0755,0.8629,0.8629,0.7874,0.8517036235803137,0.1482963764196863
VGG16,Cifar10_epochs300_pretrain100,Original,APGD,VGG16 (Original),33663050,0.9287,0.1214,0.1214,0.0713,0.8786,0.8786,0.8073,0.869279638203941,0.130720361796059
VGG16,Cifar10_epochs3_pretrain3,Original,APGD,VGG16 (Original),33663050,0.5429,0.0953,0.0953,0.4570999999999999,0.9047,0.9047,0.4476,0.824461226745257,0.175538773254743
VGG16,Cifar10_epochs100_pretrain300,Original,APGD,VGG16 (Original),33663050,0.9204,0.1118,0.1118,0.0796,0.8882,0.8882,0.8086,0.8785310734463276,0.1214689265536723
InceptionNet,Cifar10_epochs100_pretrain300,Finetuned,PGD,InceptionNet (Finetuned),3809226,0.8633,0.2534,0.2534,0.1367,0.7465999999999999,0.7465999999999999,0.6098999999999999,0.7064751534808292,0.2935248465191706
InceptionNet,Cifar10_epochs300_pretrain100,Finetuned,PGD,InceptionNet (Finetuned),4400554,0.8548,0.2398,0.2398,0.1452,0.7602,0.7602,0.615,0.7194665418811418,0.2805334581188582
InceptionNet,Cifar10_epochs200_pretrain200,Finetuned,PGD,InceptionNet (Finetuned),4049962,0.8571,0.2524,0.2524,0.1429,0.7476,0.7476,0.6047,0.7055186092637966,0.2944813907362035
InceptionNet,Cifar10_epochs3_pretrain3,Finetuned,PGD,InceptionNet (Finetuned),3809226,0.6828,0.155,0.155,0.3172,0.845,0.845,0.5277999999999999,0.7729935559461042,0.2270064440538957
InceptionNet,Cifar10_epochs100_pretrain300,Original,PGD,InceptionNet (Original),5991082,0.8528,0.2278,0.2278,0.1472,0.7722,0.7722,0.625,0.7328799249530957,0.2671200750469043
InceptionNet,Cifar10_epochs300_pretrain100,Original,PGD,InceptionNet (Original),5991082,0.8596,0.2512,0.2512,0.1403999999999999,0.7488,0.7488,0.6084,0.7077710563052583,0.2922289436947417
InceptionNet,Cifar10_epochs200_pretrain200,Original,PGD,InceptionNet (Original),5991082,0.8599,0.2527,0.2527,0.1401,0.7473000000000001,0.7473000000000001,0.6072,0.706128619606931,0.2938713803930689
InceptionNet,Cifar10_epochs3_pretrain3,Original,PGD,InceptionNet (Original),5991082,0.6513,0.1266,0.1266,0.3487,0.8734,0.8734,0.5246999999999999,0.8056195301704283,0.1943804698295716
ConvNeXt,Cifar100|epochs200_pretrain200,Finetuned,APGD,ConvNeXt (Finetuned),2551876,0.0101,0.0007,0.0007,0.9899,0.9993,0.9993,0.0094,0.9306930693069309,0.0693069306930693
ConvNeXt,Cifar100|epochs3_pretrain3,Finetuned,APGD,ConvNeXt (Finetuned),2551876,0.015,0.0054,0.0054,0.985,0.9946,0.9946,0.0096,0.64,0.36
ConvNeXt,Cifar100|epochs300_pretrain100,Finetuned,APGD,ConvNeXt (Finetuned),2551876,0.0078,0.001,0.001,0.9922,0.999,0.999,0.0068,0.8717948717948718,0.1282051282051282
ConvNeXt,Cifar100|epochs100_pretrain300,Finetuned,APGD,ConvNeXt (Finetuned),2551876,0.0096,0.0015,0.0015,0.9904,0.9985,0.9985,0.0081,0.84375,0.15625
ConvNeXt,Cifar100|epochs200_pretrain200,Original,APGD,ConvNeXt (Original),27897028,0.416,0.0286,0.0286,0.5840000000000001,0.9714,0.9714,0.3873999999999999,0.93125,0.06875
ConvNeXt,Cifar100|epochs3_pretrain3,Original,APGD,ConvNeXt (Original),27897028,0.2408,0.0208,0.0208,0.7592,0.9792,0.9792,0.2199999999999999,0.9136212624584718,0.0863787375415282
ConvNeXt,Cifar100|epochs300_pretrain100,Original,APGD,ConvNeXt (Original),27897028,0.412,0.0315,0.0315,0.5880000000000001,0.9685,0.9685,0.3804999999999999,0.9235436893203884,0.0764563106796116
ConvNeXt,Cifar100|epochs100_pretrain300,Original,APGD,ConvNeXt (Original),27897028,0.4119,0.0286,0.0286,0.5881000000000001,0.9714,0.9714,0.3833,0.9305656712794368,0.0694343287205632
XceptionNet,Cifar100_epochs3_pretrain3,Finetuned,FGSM,XceptionNet (Finetuned),11377900,0.3614,0.0537,0.0537,0.6386000000000001,0.9463,0.9463,0.3077,0.8514111787493082,0.1485888212506917
XceptionNet,Cifar100_epochs100_pretrain300,Finetuned,FGSM,XceptionNet (Finetuned),13481196,0.601,0.1678,0.1678,0.399,0.8322,0.8322,0.4332,0.7207986688851913,0.2792013311148086
XceptionNet,Cifar100_epochs300_pretrain100,Finetuned,FGSM,XceptionNet (Finetuned),13481196,0.6048,0.1562,0.1562,0.3952,0.8438,0.8438,0.4486,0.7417328042328042,0.2582671957671957
XceptionNet,Cifar100_epochs200_pretrain200,Finetuned,FGSM,XceptionNet (Finetuned),13481196,0.6004,0.1609,0.1609,0.3995999999999999,0.8391,0.8391,0.4395,0.7320119920053298,0.2679880079946701
XceptionNet,Cifar100_epochs3_pretrain3,Original,FGSM,XceptionNet (Original),21011852,0.3036,0.0467,0.0467,0.6964,0.9533,0.9533,0.2568999999999999,0.8461791831357048,0.1538208168642951
XceptionNet,Cifar100_epochs100_pretrain300,Original,FGSM,XceptionNet (Original),21011852,0.5915,0.1502,0.1502,0.4085,0.8498,0.8498,0.4413,0.7460693153000846,0.2539306846999155
XceptionNet,Cifar100_epochs300_pretrain100,Original,FGSM,XceptionNet (Original),21011852,0.5986,0.1675,0.1675,0.4014,0.8325,0.8325,0.4311,0.7201804209822921,0.279819579017708
XceptionNet,Cifar100_epochs200_pretrain200,Original,FGSM,XceptionNet (Original),21011852,0.5975,0.1581,0.1581,0.4024999999999999,0.8419,0.8419,0.4394,0.7353974895397489,0.264602510460251
RegNetX_400MF,Cifar10_epochs200_pretrain200,Finetuned,FGSM,RegNetX_400MF (Finetuned),3997610,0.769,0.2819,0.2819,0.2309999999999999,0.7181,0.7181,0.4871,0.6334200260078023,0.3665799739921976
RegNetX_400MF,Cifar10_epochs300_pretrain100,Finetuned,FGSM,RegNetX_400MF (Finetuned),3997610,0.7867,0.2855,0.2855,0.2133,0.7145,0.7145,0.5012,0.6370916486589552,0.3629083513410449
RegNetX_400MF,Cifar10_epochs100_pretrain300,Finetuned,FGSM,RegNetX_400MF (Finetuned),3997610,0.7868,0.3057,0.3057,0.2131999999999999,0.6942999999999999,0.6942999999999999,0.4811,0.6114641586171835,0.3885358413828165
RegNetX_400MF,Cifar10_epochs3_pretrain3,Finetuned,FGSM,RegNetX_400MF (Finetuned),3997610,0.374,0.1623,0.1623,0.626,0.8377,0.8377,0.2117,0.5660427807486631,0.4339572192513369
RegNetX_400MF,Cifar10_epochs200_pretrain200,Original,FGSM,RegNetX_400MF (Original),4776362,0.733,0.2642,0.2642,0.267,0.7358,0.7358,0.4688,0.6395634379263302,0.3604365620736698
RegNetX_400MF,Cifar10_epochs300_pretrain100,Original,FGSM,RegNetX_400MF (Original),4776362,0.7663,0.2779,0.2779,0.2337,0.7221,0.7221,0.4884,0.6373482970116142,0.3626517029883857
RegNetX_400MF,Cifar10_epochs100_pretrain300,Original,FGSM,RegNetX_400MF (Original),4776362,0.7167,0.2338,0.2338,0.2833,0.7662,0.7662,0.4829,0.6737826147621041,0.3262173852378959
RegNetX_400MF,Cifar10_epochs3_pretrain3,Original,FGSM,RegNetX_400MF (Original),4776362,0.3104,0.1728,0.1728,0.6896,0.8271999999999999,0.8271999999999999,0.1376,0.4432989690721649,0.5567010309278351
VGG16,Cifar100_epochs100_pretrain300,Finetuned,BIM,VGG16 (Finetuned),22623396,0.6785,0.2726,0.2726,0.3215,0.7274,0.7274,0.4059,0.5982313927781872,0.4017686072218128
VGG16,Cifar100_epochs3_pretrain3,Finetuned,BIM,VGG16 (Finetuned),22262180,0.3241,0.1887,0.1887,0.6759,0.8113,0.8113,0.1354,0.417772292502314,0.5822277074976859
VGG16,Cifar100_epochs200_pretrain200,Original,BIM,VGG16 (Original),34031780,0.6072,0.2621,0.2621,0.3928,0.7379,0.7379,0.3450999999999999,0.5683465085638998,0.4316534914361001
VGG16,Cifar100_epochs100_pretrain300,Original,BIM,VGG16 (Original),34031780,0.5486,0.2046,0.2046,0.4514,0.7954,0.7954,0.344,0.6270506744440394,0.3729493255559606
VGG16,Cifar100_epochs300_pretrain100,Original,BIM,VGG16 (Original),34031780,0.6195,0.2698,0.2698,0.3804999999999999,0.7302,0.7302,0.3497,0.5644874899112188,0.4355125100887812
VGG16,Cifar100_epochs3_pretrain3,Original,BIM,VGG16 (Original),34031780,0.0886,0.0627,0.0627,0.9114,0.9373,0.9373,0.0258999999999999,0.2923250564334085,0.7076749435665916
MobileNet,Cifar10_epochs200_pretrain200,Original,FGSM,MobileNet (Original),3217226,0.8013,0.3343,0.3343,0.1987,0.6657,0.6657,0.467,0.5828029452140272,0.4171970547859727
MobileNet,Cifar10_epochs3_pretrain3,Original,FGSM,MobileNet (Original),3217226,0.372,0.1557,0.1557,0.628,0.8443,0.8443,0.2163,0.5814516129032258,0.4185483870967742
MobileNet,Cifar10_epochs100_pretrain300,Original,FGSM,MobileNet (Original),3217226,0.7836,0.2984,0.2984,0.2164,0.7016,0.7016,0.4851999999999999,0.6191934660541092,0.3808065339458907
XceptionNet,Cifar10_epochs3_pretrain3,Finetuned,APGD,XceptionNet (Finetuned),11193490,0.6747,0.0673,0.0673,0.3253,0.9327,0.9327,0.6073999999999999,0.9002519638357788,0.0997480361642211
XceptionNet,Cifar10_epochs200_pretrain200,Finetuned,APGD,XceptionNet (Finetuned),13839874,0.8845,0.1494,0.1494,0.1155,0.8506,0.8506,0.7351,0.8310910118711137,0.1689089881288863
XceptionNet,Cifar10_epochs100_pretrain300,Finetuned,APGD,XceptionNet (Finetuned),11193490,0.8876,0.1602,0.1602,0.1124,0.8398,0.8398,0.7273999999999999,0.8195132942767012,0.1804867057232988
XceptionNet,Cifar10_epochs300_pretrain100,Finetuned,APGD,XceptionNet (Finetuned),13839874,0.8749,0.1201,0.1201,0.1251,0.8799,0.8799,0.7548,0.8627271688192937,0.1372728311807063
XceptionNet,Cifar10_epochs3_pretrain3,Original,APGD,XceptionNet (Original),20827442,0.6505,0.0738,0.0738,0.3495,0.9262,0.9262,0.5767,0.8865488086087625,0.1134511913912375
XceptionNet,Cifar10_epochs200_pretrain200,Original,APGD,XceptionNet (Original),20827442,0.8807,0.1418,0.1418,0.1192999999999999,0.8582,0.8582,0.7389,0.8389917111388667,0.1610082888611332
XceptionNet,Cifar10_epochs100_pretrain300,Original,APGD,XceptionNet (Original),20827442,0.8713,0.1158,0.1158,0.1287,0.8842,0.8842,0.7555,0.8670951451853552,0.1329048548146447
XceptionNet,Cifar10_epochs300_pretrain100,Original,APGD,XceptionNet (Original),20827442,0.8828,0.1623,0.1623,0.1171999999999999,0.8377,0.8377,0.7205,0.8161531490711373,0.1838468509288627
InceptionNet,Cifar10|epochs100_pretrain300,Finetuned,CW,InceptionNet (Finetuned),3809226,0.8633,0.0177,0.0177,0.1367,0.9823,0.9823,0.8455999999999999,0.979497277887177,0.0205027221128228
InceptionNet,Cifar10|epochs300_pretrain100,Finetuned,CW,InceptionNet (Finetuned),4400554,0.8548,0.0069,0.0069,0.1452,0.9931,0.9931,0.8479,0.9919279363593824,0.0080720636406176
InceptionNet,Cifar10|epochs200_pretrain200,Finetuned,CW,InceptionNet (Finetuned),4049962,0.8571,0.007,0.007,0.1429,0.993,0.993,0.8501,0.9918329249795824,0.0081670750204176
InceptionNet,Cifar10|epochs3_pretrain3,Finetuned,CW,InceptionNet (Finetuned),3809226,0.6828,0.0349,0.0349,0.3172,0.9651,0.9651,0.6478999999999999,0.948886936145284,0.0511130638547158
InceptionNet,Cifar10|epochs100_pretrain300,Original,CW,InceptionNet (Original),5991082,0.8528,0.0069,0.0069,0.1472,0.9931,0.9931,0.8459,0.9919090056285178,0.0080909943714821
InceptionNet,Cifar10|epochs300_pretrain100,Original,CW,InceptionNet (Original),5991082,0.8596,0.0119,0.0119,0.1403999999999999,0.9881,0.9881,0.8477,0.9861563517915308,0.013843648208469
InceptionNet,Cifar10|epochs200_pretrain200,Original,CW,InceptionNet (Original),5991082,0.8599,0.0096,0.0096,0.1401,0.9904,0.9904,0.8503,0.9888359111524596,0.0111640888475404
InceptionNet,Cifar10|epochs3_pretrain3,Original,CW,InceptionNet (Original),5991082,0.6513,0.0311,0.0311,0.3487,0.9689,0.9689,0.6202,0.9522493474589284,0.0477506525410717
MobileNet,Cifar10_epochs200_pretrain200,Original,PGD,MobileNet (Original),3217226,0.8014,0.1553,0.1553,0.1986,0.8447,0.8447,0.6461,0.8062141252807586,0.1937858747192413
MobileNet,Cifar10_epochs3_pretrain3,Original,PGD,MobileNet (Original),3217226,0.372,0.0195,0.0195,0.628,0.9805,0.9805,0.3525,0.9475806451612904,0.0524193548387096
MobileNet,Cifar10_epochs100_pretrain300,Original,PGD,MobileNet (Original),3217226,0.7836,0.1087,0.1087,0.2164,0.8913,0.8913,0.6748999999999999,0.8612812659520163,0.1387187340479836
ConvNeXt,Cifar10|epochs3_pretrain3,Finetuned,DeepFool,ConvNeXt (Finetuned),2482666,0.1164,0.0457,0.0457,0.8835999999999999,0.9543,0.9543,0.0707,0.6073883161512028,0.3926116838487972
ConvNeXt,Cifar10|epochs100_pretrain300,Finetuned,DeepFool,ConvNeXt (Finetuned),2482666,0.0758,0.0083,0.0083,0.9242,0.9917,0.9917,0.0675,0.8905013192612137,0.1094986807387862
ConvNeXt,Cifar10|epochs300_pretrain100,Finetuned,DeepFool,ConvNeXt (Finetuned),2518762,0.0805,0.0205,0.0205,0.9195,0.9795,0.9795,0.06,0.7453416149068323,0.2546583850931677
ConvNeXt,Cifar10|epochs200_pretrain200,Finetuned,DeepFool,ConvNeXt (Finetuned),2482666,0.0893,0.0268,0.0268,0.9107,0.9732,0.9732,0.0625,0.6998880179171332,0.3001119820828667
ConvNeXt,Cifar10|epochs3_pretrain3,Original,DeepFool,ConvNeXt (Original),27827818,0.52,0.0153,0.0153,0.48,0.9847,0.9847,0.5047,0.9705769230769232,0.0294230769230769
ConvNeXt,Cifar10|epochs100_pretrain300,Original,DeepFool,ConvNeXt (Original),27827818,0.7525,0.0485,0.0485,0.2475,0.9515,0.9515,0.704,0.9355481727574751,0.0644518272425249
ConvNeXt,Cifar10|epochs300_pretrain100,Original,DeepFool,ConvNeXt (Original),27827818,0.7556,0.0501,0.0501,0.2443999999999999,0.9499,0.9499,0.7055,0.9336950767601906,0.0663049232398094
ConvNeXt,Cifar10|epochs200_pretrain200,Original,DeepFool,ConvNeXt (Original),27827818,0.7534,0.0495,0.0495,0.2466,0.9505,0.9505,0.7039,0.93429784974781,0.06570215025219
RegNetX_400MF,Cifar100_epochs300_pretrain100,Finetuned,FGSM,RegNetX_400MF (Finetuned),4032260,0.401,0.0718,0.0718,0.599,0.9282,0.9282,0.3292,0.8209476309226933,0.1790523690773067
RegNetX_400MF,Cifar100_epochs100_pretrain300,Finetuned,FGSM,RegNetX_400MF (Finetuned),4032260,0.3991,0.0731,0.0731,0.6009,0.9269,0.9269,0.326,0.816837885241794,0.1831621147582059
RegNetX_400MF,Cifar100_epochs3_pretrain3,Finetuned,FGSM,RegNetX_400MF (Finetuned),3884036,0.13,0.029,0.029,0.87,0.971,0.971,0.101,0.7769230769230769,0.2230769230769231
RegNetX_400MF,Cifar100_epochs200_pretrain200,Finetuned,FGSM,RegNetX_400MF (Finetuned),4032260,0.3997,0.0772,0.0772,0.6003000000000001,0.9228,0.9228,0.3225,0.806855141356017,0.193144858643983
RegNetX_400MF,Cifar100_epochs300_pretrain100,Original,FGSM,RegNetX_400MF (Original),4811012,0.3579,0.0658,0.0658,0.6421,0.9342,0.9342,0.2921,0.8161497625034927,0.1838502374965074
RegNetX_400MF,Cifar100_epochs100_pretrain300,Original,FGSM,RegNetX_400MF (Original),4811012,0.353,0.0514,0.0514,0.647,0.9486,0.9486,0.3016,0.8543909348441926,0.1456090651558073
RegNetX_400MF,Cifar100_epochs3_pretrain3,Original,FGSM,RegNetX_400MF (Original),4811012,0.0965,0.0215,0.0215,0.9035,0.9785,0.9785,0.075,0.7772020725388602,0.2227979274611398
RegNetX_400MF,Cifar100_epochs200_pretrain200,Original,FGSM,RegNetX_400MF (Original),4811012,0.3576,0.0605,0.0605,0.6424000000000001,0.9395,0.9395,0.2971,0.8308165548098434,0.1691834451901566
XceptionNet,Cifar10|epochs3_pretrain3,Finetuned,CW,XceptionNet (Finetuned),11193490,0.6748,0.0149,0.0149,0.3252,0.9851,0.9851,0.6598999999999999,0.9779193835210432,0.0220806164789567
XceptionNet,Cifar10|epochs200_pretrain200,Finetuned,CW,XceptionNet (Finetuned),13839874,0.8845,0.0133,0.0133,0.1155,0.9867,0.9867,0.8712,0.9849632560768796,0.0150367439231204
XceptionNet,Cifar10|epochs100_pretrain300,Finetuned,CW,XceptionNet (Finetuned),11193490,0.8876,0.0285,0.0285,0.1124,0.9715,0.9715,0.8591,0.9678909418657052,0.0321090581342947
XceptionNet,Cifar10|epochs300_pretrain100,Finetuned,CW,XceptionNet (Finetuned),13839874,0.875,0.002,0.002,0.125,0.998,0.998,0.873,0.9977142857142856,0.0022857142857142
XceptionNet,Cifar10|epochs3_pretrain3,Original,CW,XceptionNet (Original),20827442,0.6505,0.0231,0.0231,0.3495,0.9769,0.9769,0.6274,0.964488854727133,0.035511145272867
XceptionNet,Cifar10|epochs200_pretrain200,Original,CW,XceptionNet (Original),20827442,0.8807,0.0049,0.0049,0.1192999999999999,0.9951,0.9951,0.8758,0.9944362438969002,0.0055637561030998
XceptionNet,Cifar10|epochs100_pretrain300,Original,CW,XceptionNet (Original),20827442,0.8713,0.0015,0.0015,0.1287,0.9985,0.9985,0.8698,0.9982784345231264,0.0017215654768736
XceptionNet,Cifar10|epochs300_pretrain100,Original,CW,XceptionNet (Original),20827442,0.8826,0.0103,0.0103,0.1173999999999999,0.9897,0.9897,0.8723000000000001,0.9883299342850668,0.0116700657149331
MobileNet,Cifar10|epochs200_pretrain200,Original,DeepFool,MobileNet (Original),3217226,0.8014,0.1629,0.1629,0.1986,0.8371,0.8371,0.6385000000000001,0.7967307212378338,0.2032692787621662
MobileNet,Cifar10|epochs3_pretrain3,Original,DeepFool,MobileNet (Original),3217226,0.372,0.0562,0.0562,0.628,0.9438,0.9438,0.3157999999999999,0.8489247311827957,0.1510752688172043
MobileNet,Cifar10|epochs100_pretrain300,Original,DeepFool,MobileNet (Original),3217226,0.7836,0.1577,0.1577,0.2164,0.8423,0.8423,0.6258999999999999,0.7987493619193465,0.2012506380806534
MobileNet,Cifar100|epochs3_pretrain3,Original,DeepFool,MobileNet (Original),3309476,0.1081,0.0075,0.0075,0.8919,0.9925,0.9925,0.1006,0.9306197964847364,0.0693802035152636
MobileNet,Cifar100|epochs200_pretrain200,Original,DeepFool,MobileNet (Original),3309476,0.4331,0.0358,0.0358,0.5669,0.9642,0.9642,0.3973,0.9173401062110368,0.0826598937889632
MobileNet,Cifar100|epochs300_pretrain100,Original,DeepFool,MobileNet (Original),3309476,0.4395,0.0378,0.0378,0.5605,0.9622,0.9622,0.4017,0.9139931740614334,0.0860068259385665
MobileNet,Cifar100|epochs100_pretrain300,Original,DeepFool,MobileNet (Original),3309476,0.4255,0.0326,0.0326,0.5745,0.9674,0.9674,0.3928999999999999,0.9233842538190364,0.0766157461809635
VGG16,Cifar10|epochs3_pretrain3,Finetuned,DeepFool,VGG16 (Finetuned),21893450,0.7592,0.1412,0.1412,0.2408,0.8588,0.8588,0.618,0.8140147523709168,0.1859852476290832
VGG16,Cifar10|epochs100_pretrain300,Finetuned,DeepFool,VGG16 (Finetuned),21893450,0.9167,0.2261,0.2261,0.0833,0.7739,0.7739,0.6906,0.75335442347551,0.24664557652449
VGG16,Cifar10|epochs200_pretrain200,Original,DeepFool,VGG16 (Original),33663050,0.9245,0.1699,0.1699,0.0755,0.8301000000000001,0.8301000000000001,0.7545999999999999,0.8162249864791778,0.183775013520822
VGG16,Cifar10|epochs300_pretrain100,Original,DeepFool,VGG16 (Original),33663050,0.9287,0.1907,0.1907,0.0713,0.8093,0.8093,0.738,0.794659201033703,0.2053407989662969
VGG16,Cifar10|epochs3_pretrain3,Original,DeepFool,VGG16 (Original),33663050,0.5429,0.0756,0.0756,0.4570999999999999,0.9244,0.9244,0.4673,0.8607478356971818,0.1392521643028182
VGG16,Cifar10|epochs100_pretrain300,Original,DeepFool,VGG16 (Original),33663050,0.9204,0.1797,0.1797,0.0796,0.8203,0.8203,0.7407,0.8047588005215124,0.1952411994784876
MobileNet,Cifar100_epochs3_pretrain3,Original,CW,MobileNet (Original),3309476,0.1081,0.0004,0.0004,0.8919,0.9996,0.9996,0.1077,0.996299722479186,0.003700277520814
MobileNet,Cifar100_epochs200_pretrain200,Original,CW,MobileNet (Original),3309476,0.4329,0.002,0.002,0.5670999999999999,0.998,0.998,0.4309,0.9953799953799952,0.0046200046200046
MobileNet,Cifar100_epochs300_pretrain100,Original,CW,MobileNet (Original),3309476,0.4394,0.0032,0.0032,0.5606,0.9968,0.9968,0.4362,0.992717341829768,0.0072826581702321
MobileNet,Cifar100_epochs100_pretrain300,Original,CW,MobileNet (Original),3309476,0.4255,0.001,0.001,0.5745,0.999,0.999,0.4245,0.9976498237367802,0.0023501762632197
XceptionNet,Cifar10_epochs3_pretrain3,Finetuned,FGSM,XceptionNet (Finetuned),11193490,0.6748,0.2276,0.2276,0.3252,0.7724,0.7724,0.4471999999999999,0.6627148784825133,0.3372851215174867
XceptionNet,Cifar10_epochs200_pretrain200,Finetuned,FGSM,XceptionNet (Finetuned),13839874,0.8846,0.4413,0.4413,0.1153999999999999,0.5587,0.5587,0.4433,0.501130454442686,0.498869545557314
XceptionNet,Cifar10_epochs100_pretrain300,Finetuned,FGSM,XceptionNet (Finetuned),11193490,0.8875,0.4432,0.4432,0.1125,0.5568,0.5568,0.4443,0.5006197183098592,0.4993802816901408
XceptionNet,Cifar10_epochs300_pretrain100,Finetuned,FGSM,XceptionNet (Finetuned),13839874,0.8751,0.4149,0.4149,0.1249,0.5851,0.5851,0.4602,0.5258827562564279,0.4741172437435721
XceptionNet,Cifar10_epochs3_pretrain3,Original,FGSM,XceptionNet (Original),20827442,0.6504,0.2242,0.2242,0.3496,0.7758,0.7758,0.4261999999999999,0.6552890528905289,0.3447109471094711
XceptionNet,Cifar10_epochs200_pretrain200,Original,FGSM,XceptionNet (Original),20827442,0.8806,0.4271,0.4271,0.1193999999999999,0.5729,0.5729,0.4535,0.5149897796956621,0.4850102203043379
XceptionNet,Cifar10_epochs100_pretrain300,Original,FGSM,XceptionNet (Original),20827442,0.8712,0.404,0.404,0.1288,0.596,0.596,0.4671999999999999,0.5362718089990817,0.4637281910009183
XceptionNet,Cifar10_epochs300_pretrain100,Original,FGSM,XceptionNet (Original),20827442,0.8827,0.4302,0.4302,0.1172999999999999,0.5698,0.5698,0.4525,0.5126316981987085,0.4873683018012915
RegNetX_400MF,Cifar100_epochs300_pretrain100,Finetuned,APGD,RegNetX_400MF (Finetuned),4032260,0.4008,0.0156,0.0156,0.5992,0.9844,0.9844,0.3852,0.9610778443113772,0.0389221556886227
RegNetX_400MF,Cifar100_epochs100_pretrain300,Finetuned,APGD,RegNetX_400MF (Finetuned),4032260,0.3992,0.0129,0.0129,0.6008,0.9871,0.9871,0.3863,0.9676853707414828,0.032314629258517
