source_model,source_kind,source_label,source_attack,target_model,target_kind,target_label,dataset,transfer_acc,transfer_success_rate,conditioned_transfer_success_rate,source_attack_success_rate,normalized_transfer_rate,normalized_conditioned_transfer_rate,same_architecture,same_kind,pair_type
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),PGD,ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0019,0.9981,0.9210526347160339,,,,True,False,same_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,VGG16,Control_Continuted,VGG16 (Control Continued),tinyimagenet_epochs200_pretrain200,0.0038,0.9962,0.3636363744735718,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,RegNetX_400MF,Control_Continuted,RegNetX_400MF (Control Continued),tinyimagenet_epochs200_pretrain200,0.003,0.997,0.5454545319080353,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,RegNetX_400MF,Dynamic_Region_All_Combined,RegNetX_400MF (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0042,0.9958,0.40909093618392944,,,,False,True,cross_arch_same_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,RegNetX_400MF,Dynamic_Region_All_Combined_quant,RegNetX_400MF (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0035,0.9965,0.45454543828964233,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,InceptionNet,Control_Continuted,InceptionNet (Control Continued),tinyimagenet_epochs200_pretrain200,0.0036,0.9964,0.3636363744735718,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,InceptionNet,Dynamic_Region_All_Combined,InceptionNet (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0039,0.9961,0.27272725105285645,,,,False,True,cross_arch_same_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,InceptionNet,Dynamic_Region_All_Combined_quant,InceptionNet (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0039,0.9961,0.3181818127632141,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,XceptionNet,Control_Continuted,XceptionNet (Control Continued),tinyimagenet_epochs200_pretrain200,0.0035,0.9965,0.3636363744735718,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,XceptionNet,Dynamic_Region_All_Combined,XceptionNet (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0047,0.9953,0.13636362552642822,,,,False,True,cross_arch_same_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,XceptionNet,Dynamic_Region_All_Combined_quant,XceptionNet (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0043,0.9957,0.27272725105285645,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,ConvNeXt,Control_Continuted,ConvNeXt (Control Continued),tinyimagenet_epochs200_pretrain200,0.004,0.996,0.45454543828964233,,,,True,False,same_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0017,0.9983,1.0,,,,True,True,self_same_kind
ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),BIM,ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0021,0.9979,0.7272727191448212,,,,True,False,same_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,VGG16,Control_Continuted,VGG16 (Control Continued),tinyimagenet_epochs200_pretrain200,0.0075,0.9925,0.42424243688583374,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,RegNetX_400MF,Control_Continuted,RegNetX_400MF (Control Continued),tinyimagenet_epochs200_pretrain200,0.01,0.99,0.7878787815570831,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,RegNetX_400MF,Dynamic_Region_All_Combined,RegNetX_400MF (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.013,0.987,0.7272727191448212,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,RegNetX_400MF,Dynamic_Region_All_Combined_quant,RegNetX_400MF (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0132,0.9868,0.6666666567325592,,,,False,True,cross_arch_same_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,InceptionNet,Control_Continuted,InceptionNet (Control Continued),tinyimagenet_epochs200_pretrain200,0.0079,0.9921,0.3333333134651184,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,InceptionNet,Dynamic_Region_All_Combined,InceptionNet (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0158,0.9842,0.3030303120613098,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,InceptionNet,Dynamic_Region_All_Combined_quant,InceptionNet (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0188,0.9812,0.3636363744735718,,,,False,True,cross_arch_same_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,XceptionNet,Control_Continuted,XceptionNet (Control Continued),tinyimagenet_epochs200_pretrain200,0.0074,0.9926,0.6060605943202972,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,XceptionNet,Dynamic_Region_All_Combined,XceptionNet (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0112,0.9888,0.5757575631141663,,,,False,False,cross_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,XceptionNet,Dynamic_Region_All_Combined_quant,XceptionNet (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.022,0.978,0.45454543828964233,,,,False,True,cross_arch_same_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,ConvNeXt,Control_Continuted,ConvNeXt (Control Continued),tinyimagenet_epochs200_pretrain200,0.015,0.985,0.6060605943202972,,,,True,False,same_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,ConvNeXt,Dynamic_Region_All_Combined,ConvNeXt (Pruned Finetuned),tinyimagenet_epochs200_pretrain200,0.0011,0.9989,0.969696968793869,,,,True,False,same_arch_cross_kind
ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),PGD,ConvNeXt,Dynamic_Region_All_Combined_quant,ConvNeXt (Pruned Finetuned Quantized),tinyimagenet_epochs200_pretrain200,0.0006,0.9994,1.0,,,,True,True,self_same_kind
