model,dataset,kind,attack,model_label,param_count,latency_ms,clean_acc,adv_acc,robust_accuracy,clean_error_rate,adv_error_rate,attack_success_rate,accuracy_drop,relative_accuracy_drop,robustness_ratio
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,PGD,VGG16 (Pruned Finetuned),21893450,1374.9395319027826,0.9167,0.1026,0.1026,0.0833,0.8974,0.8974,0.8140999999999999,0.8880767972073742,0.1119232027926257
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,PGD,VGG16 (Pruned Finetuned Quantized),21893450,1579.2563084163703,0.9145,0.1414,0.1414,0.0855,0.8586,0.8586,0.7731,0.845379989065063,0.1546200109349371
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,APGD,VGG16 (Control Continued),40732936,72.67888495698571,0.0044,0.0007,0.0007,0.9956,0.9993,0.9993,0.0037,0.8409090909090909,0.1590909090909091
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,BIM,VGG16 (Control Continued),40732936,72.24107354413718,0.0044,0.0021,0.0021,0.9956,0.9979,0.9979,0.0023,0.5227272727272728,0.4772727272727272
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,CW,VGG16 (Control Continued),40732936,73.31943265162408,0.0044,0.0027,0.0027,0.9956,0.9973,0.9973,0.0017,0.3863636363636363,0.6136363636363636
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,DeepFool,VGG16 (Control Continued),40732936,70.06442905403674,0.0044,0.0006,0.0006,0.9956,0.9994,0.9994,0.0038,0.8636363636363636,0.1363636363636363
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,BIM,VGG16 (Control Continued),40732936,73.66007786476985,0.0044,0.0021,0.0021,0.9956,0.9979,0.9979,0.0023,0.5227272727272728,0.4772727272727272
VGG16,tinyimagenet_epochs100_pretrain300,Control_Continuted,PGD,VGG16 (Control Continued),40732936,71.40924452105537,0.0044,0.002,0.002,0.9956,0.998,0.998,0.0024,0.5454545454545455,0.4545454545454545
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,APGD,XceptionNet (Control Continued),21011852,68.39835330611095,0.5977,0.065,0.065,0.4023,0.935,0.935,0.5327,0.8912497908649823,0.1087502091350175
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,APGD,XceptionNet (Pruned Finetuned),13481196,70.1604031957686,0.601,0.0592,0.0592,0.399,0.9408,0.9408,0.5418,0.9014975041597336,0.0985024958402662
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,APGD,XceptionNet (Pruned Finetuned Quantized),13481196,81.2246855464764,0.6015,0.0608,0.0608,0.3984999999999999,0.9392,0.9392,0.5407000000000001,0.8989193682460516,0.1010806317539484
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),21011852,64.404558588285,0.5977,0.3652,0.3652,0.4023,0.6348,0.6348,0.2324999999999999,0.3889911326752551,0.6110088673247449
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),13481196,68.11141818761826,0.601,0.3648,0.3648,0.399,0.6352,0.6352,0.2361999999999999,0.3930116472545756,0.6069883527454243
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),13481196,67.84778722794726,0.6015,0.3593,0.3593,0.3984999999999999,0.6407,0.6407,0.2422,0.4026600166251039,0.597339983374896
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,CW,XceptionNet (Control Continued),21011852,21.95124423597008,0.5977,0.0575,0.0575,0.4023,0.9425,0.9425,0.5402,0.9037978919190228,0.096202108080977
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,CW,XceptionNet (Pruned Finetuned),13481196,65.14552644221112,0.601,0.0055,0.0055,0.399,0.9945,0.9945,0.5955,0.990848585690516,0.0091514143094841
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,CW,XceptionNet (Pruned Finetuned Quantized),13481196,65.88114323094487,0.6015,0.0078,0.0078,0.3984999999999999,0.9922,0.9922,0.5937,0.9870324189526184,0.0129675810473815
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,DeepFool,XceptionNet (Control Continued),21011852,46.748664777260274,0.5976,0.0686,0.0686,0.4024,0.9314,0.9314,0.529,0.8852074966532798,0.1147925033467202
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,DeepFool,XceptionNet (Pruned Finetuned),13481196,56.18062802823261,0.601,0.0711,0.0711,0.399,0.9289,0.9289,0.5299,0.8816971713810317,0.1183028286189683
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,DeepFool,XceptionNet (Pruned Finetuned Quantized),13481196,52.87078134715557,0.6015,0.0693,0.0693,0.3984999999999999,0.9307,0.9307,0.5322,0.884788029925187,0.1152119700748129
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,FGSM,XceptionNet (Control Continued),21011852,69.68696946278214,0.5977,0.1681,0.1681,0.4023,0.8319,0.8319,0.4296,0.7187552283754391,0.2812447716245608
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,XceptionNet (Pruned Finetuned),13481196,67.91212842799723,0.601,0.1678,0.1678,0.399,0.8322,0.8322,0.4332,0.7207986688851913,0.2792013311148086
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,XceptionNet (Pruned Finetuned Quantized),13481196,73.97928214631975,0.6015,0.1698,0.1698,0.3984999999999999,0.8302,0.8302,0.4317,0.7177057356608478,0.2822942643391521
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),21011852,64.53944415552542,0.5977,0.3652,0.3652,0.4023,0.6348,0.6348,0.2324999999999999,0.3889911326752551,0.6110088673247449
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),13481196,62.01236995402724,0.601,0.3648,0.3648,0.399,0.6352,0.6352,0.2361999999999999,0.3930116472545756,0.6069883527454243
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),13481196,64.85464280704036,0.6015,0.3593,0.3593,0.3984999999999999,0.6407,0.6407,0.2422,0.4026600166251039,0.597339983374896
XceptionNet,Cifar100_epochs100_pretrain300,Control_Continuted,PGD,XceptionNet (Control Continued),21011852,21.964093938004225,0.5977,0.0939,0.0939,0.4023,0.9061,0.9061,0.5038,0.8428977748034131,0.1571022251965869
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,PGD,XceptionNet (Pruned Finetuned),13481196,61.382805299945176,0.601,0.086,0.086,0.399,0.914,0.914,0.515,0.8569051580698835,0.1430948419301164
XceptionNet,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,PGD,XceptionNet (Pruned Finetuned Quantized),13481196,66.15360685391352,0.6015,0.0879,0.0879,0.3984999999999999,0.9121,0.9121,0.5136000000000001,0.8538653366583542,0.1461346633416458
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,APGD,XceptionNet (Control Continued),20827442,78.04756046971306,0.8832,0.1548,0.1548,0.1168,0.8452,0.8452,0.7283999999999999,0.8247282608695652,0.1752717391304347
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,APGD,XceptionNet (Pruned Finetuned),11193490,66.50579809211195,0.8875,0.16,0.16,0.1125,0.84,0.84,0.7274999999999999,0.8197183098591548,0.180281690140845
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,APGD,XceptionNet (Pruned Finetuned Quantized),11193490,75.36758249625564,0.8861,0.1671,0.1671,0.1139,0.8329,0.8329,0.719,0.811420832863108,0.188579167136892
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),20827442,52.44026200380176,0.8832,0.6645,0.6645,0.1168,0.3355,0.3355,0.2187,0.2476222826086956,0.7523777173913043
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),11193490,66.35741827776656,0.8876,0.6781,0.6781,0.1124,0.3218999999999999,0.3218999999999999,0.2094999999999999,0.2360297431275348,0.7639702568724651
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),11193490,54.29879629518837,0.8861,0.6723,0.6723,0.1139,0.3277,0.3277,0.2138,0.2412820223451077,0.7587179776548922
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,CW,XceptionNet (Control Continued),20827442,65.11073592118919,0.8832,0.0114,0.0114,0.1168,0.9886,0.9886,0.8718,0.987092391304348,0.0129076086956521
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,CW,XceptionNet (Pruned Finetuned),11193490,38.8067361433059,0.8875,0.0293,0.0293,0.1125,0.9707,0.9707,0.8582,0.9669859154929578,0.0330140845070422
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,CW,XceptionNet (Pruned Finetuned Quantized),11193490,48.634136642795056,0.8861,0.041,0.041,0.1139,0.959,0.959,0.8451,0.953729827333258,0.0462701726667419
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,DeepFool,XceptionNet (Control Continued),20827442,21.89135904191062,0.8832,0.2367,0.2367,0.1168,0.7633,0.7633,0.6465,0.7319972826086957,0.2680027173913043
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,DeepFool,XceptionNet (Pruned Finetuned),11193490,43.242845113854855,0.8875,0.2405,0.2405,0.1125,0.7595000000000001,0.7595000000000001,0.647,0.7290140845070423,0.2709859154929577
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,DeepFool,XceptionNet (Pruned Finetuned Quantized),11193490,45.17885302193463,0.8861,0.2458,0.2458,0.1139,0.7542,0.7542,0.6403,0.7226046721588986,0.2773953278411014
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,FGSM,XceptionNet (Control Continued),20827442,22.6940177148208,0.8832,0.4372,0.4372,0.1168,0.5628,0.5628,0.446,0.5049818840579711,0.495018115942029
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,XceptionNet (Pruned Finetuned),11193490,58.2854880602099,0.8875,0.4432,0.4432,0.1125,0.5568,0.5568,0.4443,0.5006197183098592,0.4993802816901408
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,XceptionNet (Pruned Finetuned Quantized),11193490,62.62343229027465,0.8861,0.4521,0.4521,0.1139,0.5479,0.5479,0.434,0.4897867057894143,0.5102132942105857
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),20827442,67.71055780118331,0.8832,0.6645,0.6645,0.1168,0.3355,0.3355,0.2187,0.2476222826086956,0.7523777173913043
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),11193490,65.93587440438569,0.8875,0.678,0.678,0.1125,0.3219999999999999,0.3219999999999999,0.2094999999999999,0.2360563380281689,0.7639436619718311
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),11193490,52.90792970918119,0.8861,0.6721,0.6721,0.1139,0.3278999999999999,0.3278999999999999,0.2139999999999999,0.2415077305044577,0.7584922694955423
XceptionNet,Cifar10_epochs100_pretrain300,Control_Continuted,PGD,XceptionNet (Control Continued),20827442,22.388949000742286,0.8832,0.2346,0.2346,0.1168,0.7654,0.7654,0.6486,0.734375,0.265625
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,PGD,XceptionNet (Pruned Finetuned),11193490,42.2797359758988,0.8875,0.2384,0.2384,0.1125,0.7616,0.7616,0.6491,0.7313802816901409,0.2686197183098591
XceptionNet,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,PGD,XceptionNet (Pruned Finetuned Quantized),11193490,48.3232194907032,0.8861,0.2469,0.2469,0.1139,0.7531,0.7531,0.6392,0.7213632772824737,0.2786367227175262
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,APGD,XceptionNet (Control Continued),21216752,73.10148540418595,0.0042,0.0001,0.0001,0.9958,0.9999,0.9999,0.0040999999999999,0.9761904761904762,0.0238095238095238
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,APGD,XceptionNet (Pruned Finetuned),16544016,86.87482514651492,0.0051,0.0004,0.0004,0.9949,0.9996,0.9996,0.0047,0.9215686274509804,0.0784313725490196
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,APGD,XceptionNet (Pruned Finetuned Quantized),16544016,56.94843693636358,0.0049,0.0004,0.0004,0.9951,0.9996,0.9996,0.0045,0.9183673469387754,0.0816326530612245
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),21216752,71.34078784147277,0.0042,0.0022,0.0022,0.9958,0.9978,0.9978,0.0019999999999999,0.4761904761904761,0.5238095238095238
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),16544016,75.03123476635665,0.0051,0.0023,0.0023,0.9949,0.9977,0.9977,0.0028,0.5490196078431373,0.4509803921568627
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),16544016,81.23198562534526,0.0049,0.0022,0.0022,0.9951,0.9978,0.9978,0.0026999999999999,0.5510204081632653,0.4489795918367347
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,CW,XceptionNet (Control Continued),21216752,66.19202004512772,0.0042,0.0026,0.0026,0.9958,0.9974,0.9974,0.0015999999999999,0.3809523809523809,0.6190476190476191
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,CW,XceptionNet (Pruned Finetuned),16544016,33.76440948341042,0.0051,0.0027,0.0027,0.9949,0.9973,0.9973,0.0024,0.4705882352941176,0.5294117647058824
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,CW,XceptionNet (Pruned Finetuned Quantized),16544016,31.98205142980441,0.0049,0.0025,0.0025,0.9951,0.9975,0.9975,0.0024,0.4897959183673469,0.5102040816326531
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,DeepFool,XceptionNet (Control Continued),21216752,101.20792620582506,0.0042,0.0013,0.0013,0.9958,0.9987,0.9987,0.0029,0.6904761904761905,0.3095238095238095
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,DeepFool,XceptionNet (Pruned Finetuned),16544016,86.7616398492828,0.0051,0.0018,0.0018,0.9949,0.9982,0.9982,0.0033,0.6470588235294118,0.3529411764705882
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,DeepFool,XceptionNet (Pruned Finetuned Quantized),16544016,85.29182805214077,0.0049,0.0017,0.0017,0.9951,0.9983,0.9983,0.0031999999999999,0.6530612244897959,0.3469387755102041
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,FGSM,XceptionNet (Control Continued),21216752,50.970304396469146,0.0042,0.0135,0.0135,0.9958,0.9865,0.9865,-0.0093,-2.2142857142857144,3.2142857142857144
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,FGSM,XceptionNet (Pruned Finetuned),16544016,49.24907970707864,0.0051,0.0184,0.0184,0.9949,0.9816,0.9816,-0.0133,-2.6078431372549016,3.6078431372549016
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,FGSM,XceptionNet (Pruned Finetuned Quantized),16544016,49.75957225542516,0.0049,0.0101,0.0101,0.9951,0.9899,0.9899,-0.0052,-1.0612244897959184,2.061224489795918
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,BIM,XceptionNet (Control Continued),21216752,78.53749945061281,0.0042,0.0022,0.0022,0.9958,0.9978,0.9978,0.0019999999999999,0.4761904761904761,0.5238095238095238
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,BIM,XceptionNet (Pruned Finetuned),16544016,46.712213836144656,0.0051,0.0023,0.0023,0.9949,0.9977,0.9977,0.0028,0.5490196078431373,0.4509803921568627
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,BIM,XceptionNet (Pruned Finetuned Quantized),16544016,30.458108137827367,0.0049,0.0022,0.0022,0.9951,0.9978,0.9978,0.0026999999999999,0.5510204081632653,0.4489795918367347
XceptionNet,tinyimagenet_epochs100_pretrain300,Control_Continuted,PGD,XceptionNet (Control Continued),21216752,45.70430628955364,0.0042,0.0012,0.0012,0.9958,0.9988,0.9988,0.003,0.7142857142857143,0.2857142857142857
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined,PGD,XceptionNet (Pruned Finetuned),16544016,40.19993758993223,0.0051,0.0026,0.0026,0.9949,0.9974,0.9974,0.0025,0.4901960784313726,0.5098039215686274
XceptionNet,tinyimagenet_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,PGD,XceptionNet (Pruned Finetuned Quantized),16544016,43.41126523213461,0.0049,0.0011,0.0011,0.9951,0.9989,0.9989,0.0037999999999999,0.7755102040816326,0.2244897959183673
