source_model,source_kind,source_label,source_attack,target_model,target_kind,target_label,dataset,transfer_acc,transfer_success_rate,conditioned_transfer_success_rate,source_attack_success_rate,normalized_transfer_rate,normalized_conditioned_transfer_rate,same_architecture,same_kind,pair_type
VGG16,Original,VGG16 (Original),FGSM,VGG16,Original,VGG16 (Original),Cifar100_epochs200_pretrain200,0.1371,0.8629,1.0,0.8627,1.0002318303002202,1.159151501101194,True,True,self_same_kind
VGG16,Original,VGG16 (Original),FGSM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs200_pretrain200,0.0886,0.9114,0.9369110986590385,0.8627,1.056450678103628,1.0860219064089933,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs200_pretrain200,0.0698,0.9302,0.9397787787020206,0.8627,1.0782427263243306,1.089345982035494,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.1774,0.8226,0.8486276119947433,0.8627,0.9535180248058421,0.9836879703196283,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs200_pretrain200,0.1643,0.8357,0.8721835315227509,0.8627,0.9687029094702677,1.010992849800337,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,MobileNet,Original,MobileNet (Original),Cifar100_epochs200_pretrain200,0.112,0.888,0.9164276942610741,0.8627,1.0293265329778603,1.06227853745343,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.1939,0.8061,0.8406390845775604,0.8627,0.9343920250376725,0.9744280567724126,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs200_pretrain200,0.1903,0.8097,0.8371569067239761,0.8627,0.9385649704416367,0.9703916850863291,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs200_pretrain200,0.0097,0.9903,0.990577632561326,0.8627,1.1479077315405122,1.148229549740728,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs200_pretrain200,0.1158,0.8842,0.9004506319761276,0.8627,1.0249217572736757,1.043758701722647,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,VGG16,Original,VGG16 (Original),Cifar100_epochs200_pretrain200,0.2621,0.7379,1.0,0.7379,1.0,1.355197181189863,True,True,self_same_kind
VGG16,Original,VGG16 (Original),BIM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs200_pretrain200,0.3446,0.6554,0.63409024477005,0.7379,0.8881962325518362,0.8593173123323622,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs200_pretrain200,0.2976,0.7024,0.691865473985672,0.7379,0.9518905000677599,0.9376141401079713,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.5269,0.47309999999999997,0.4038516879081726,0.7379,0.6411437864209242,0.5472986690719238,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs200_pretrain200,0.5078,0.49219999999999997,0.42943376302719116,0.7379,0.6670280525816505,0.5819674251622051,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,MobileNet,Original,MobileNet (Original),Cifar100_epochs200_pretrain200,0.3731,0.6269,0.5998850166797638,0.7379,0.8495731128879253,0.8129624836424499,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.5506,0.4494,0.3725208640098572,0.7379,0.6090256132267245,0.5048392248405708,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs200_pretrain200,0.5461,0.45389999999999997,0.37683242559432983,0.7379,0.6151240005420788,0.5106822409463746,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs200_pretrain200,0.0115,0.9885,0.988215004093945,0.7379,1.3396124136061798,1.3392261879576433,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs200_pretrain200,0.3638,0.6362,0.6010347902774811,0.7379,0.8621764466729909,0.8145206535810829,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,VGG16,Original,VGG16 (Original),Cifar100_epochs200_pretrain200,0.0231,0.9769,0.9998288257484091,0.977,0.9998976458546571,1.023366249486601,True,True,self_same_kind
VGG16,Original,VGG16 (Original),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs200_pretrain200,0.1419,0.8581,0.8960972279310226,0.977,0.8783009211873081,0.9171926590900948,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs200_pretrain200,0.1244,0.8756,0.9152687415480614,0.977,0.8962128966223133,0.93681549800211,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.2522,0.7478,0.7832933962345123,0.977,0.7654042988741044,0.8017332612431037,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs200_pretrain200,0.2315,0.7685,0.8087983578443527,0.977,0.7865916069600819,0.8278386467188872,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,MobileNet,Original,MobileNet (Original),Cifar100_epochs200_pretrain200,0.1662,0.8338,0.8692228645086288,0.977,0.8534288638689866,0.8896856340927624,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.274,0.726,0.7689147591590881,0.977,0.7430910951893551,0.7870161301525979,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs200_pretrain200,0.2724,0.7276,0.7702841460704803,0.977,0.7447287615148414,0.7884177544221908,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs200_pretrain200,0.01,0.99,0.9905854156240821,0.977,1.0133060388945752,1.0139052360533083,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs200_pretrain200,0.1721,0.8279,0.8622047305107117,0.977,0.8473899692937564,0.8825022830201757,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,VGG16,Original,VGG16 (Original),Cifar100_epochs200_pretrain200,0.009,0.991,0.9879637267440557,,,,True,True,self_same_kind
VGG16,Original,VGG16 (Original),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs200_pretrain200,0.0888,0.9112,0.880956307053566,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs200_pretrain200,0.0708,0.9292,0.9056883752346039,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.1813,0.8187,0.7526793032884598,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs200_pretrain200,0.1669,0.8331,0.7782357782125473,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,MobileNet,Original,MobileNet (Original),Cifar100_epochs200_pretrain200,0.1146,0.8854,0.8511129468679428,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.1979,0.8021,0.7340478301048279,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs200_pretrain200,0.1958,0.8042,0.735037088394165,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs200_pretrain200,0.0094,0.9906,0.990436933003366,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs200_pretrain200,0.1172,0.8828,0.8463314026594162,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,VGG16,Original,VGG16 (Original),Cifar100_epochs200_pretrain200,0.0656,0.9344,0.9421120770275593,,,,True,True,self_same_kind
VGG16,Original,VGG16 (Original),DeepFool,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs200_pretrain200,0.1361,0.8639,0.9078971669077873,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs200_pretrain200,0.1138,0.8862,0.9243573173880577,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.2528,0.7472,0.8006288111209869,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs200_pretrain200,0.2321,0.7679,0.8230072110891342,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,MobileNet,Original,MobileNet (Original),Cifar100_epochs200_pretrain200,0.1621,0.8379,0.8823746964335442,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs200_pretrain200,0.2771,0.7229,0.7878675758838654,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs200_pretrain200,0.2747,0.7253000000000001,0.7911965996026993,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs200_pretrain200,0.0098,0.9902,0.9911226192489266,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs200_pretrain200,0.167,0.833,0.8712779730558395,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar100_epochs100_pretrain300,0.1764,0.8236,0.7813578844070435,0.9699,0.8491597071863078,0.8056066444035915,True,False,same_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,VGG16,Original,VGG16 (Original),Cifar100_epochs100_pretrain300,0.0302,0.9698,0.9998082086676732,0.9699,0.9998968965872771,1.0308363838206756,True,True,self_same_kind
VGG16,Original,VGG16 (Original),PGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs100_pretrain300,0.0842,0.9158,0.9002685099840164,0.9699,0.944221053716878,0.928207557463673,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs100_pretrain300,0.0633,0.9367,0.9223245084285736,0.9699,0.9657696669759769,0.9509480445701347,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.1734,0.8266,0.7786727994680405,0.9699,0.8522528095679968,0.8028382301969692,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs100_pretrain300,0.1549,0.8451,0.8107019513845444,0.9699,0.8713269409217445,0.8358613788891065,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,MobileNet,Original,MobileNet (Original),Cifar100_epochs100_pretrain300,0.1008,0.8992,0.8801304176449776,0.9699,0.9271058872048665,0.9074444970048228,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.1958,0.8042,0.7545070946216583,0.9699,0.8291576451180535,0.7779225637917913,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs100_pretrain300,0.1907,0.8093,0.7589183002710342,0.9699,0.8344159191669245,0.7824706673585259,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs100_pretrain300,0.0105,0.9895,0.9911775989457965,0.9699,1.0202082688937004,1.021937930658621,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs100_pretrain300,0.1144,0.8855999999999999,0.8582662045955658,0.9699,0.9130838230745437,0.8849017471858602,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,VGG16,Finetuned,VGG16 (Finetuned),Cifar100_epochs100_pretrain300,0.1841,0.8159,0.8233900517225266,0.8972,0.9093847525635309,0.9177330045948803,True,False,same_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,VGG16,Original,VGG16 (Original),Cifar100_epochs100_pretrain300,0.1029,0.8971,0.9997846220067004,0.8972,0.9998885421310745,1.114338633533995,True,True,self_same_kind
VGG16,Original,VGG16 (Original),FGSM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs100_pretrain300,0.0823,0.9177,0.9274176210165024,0.8972,1.022848863129737,1.0336799164249915,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs100_pretrain300,0.0637,0.9363,0.9416325651109219,0.8972,1.0435800267498885,1.0495235901815891,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.173,0.827,0.8264053463935852,0.8972,0.9217565760142665,0.9210937877770677,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs100_pretrain300,0.1548,0.8452,0.8505276739597321,0.8972,0.9420419081587159,0.9479800200175346,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,MobileNet,Original,MobileNet (Original),Cifar100_epochs100_pretrain300,0.0998,0.9002,0.9123411551117897,0.8972,1.0033437360677664,1.0168760088183122,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.196,0.804,0.801206111907959,0.8972,0.8961212661613911,0.8930072580338375,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs100_pretrain300,0.1903,0.8097,0.8078828305006027,0.8972,0.9024743646901471,0.900448986291354,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),FGSM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs100_pretrain300,0.0104,0.9896,0.9928925265558064,0.8972,1.1029870708872047,1.1066568508201142,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),FGSM,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs100_pretrain300,0.1143,0.8857,0.8862804248929024,0.8972,0.9871823450735623,0.9878292742899045,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,VGG16,Finetuned,VGG16 (Finetuned),Cifar100_epochs100_pretrain300,0.5722,0.42779999999999996,0.31357884407043457,0.7954,0.5378425949207946,0.39424043760426775,True,False,same_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,VGG16,Original,VGG16 (Original),Cifar100_epochs100_pretrain300,0.2046,0.7954,0.9997123130015098,0.7954,1.0,1.2568673786792932,True,True,self_same_kind
VGG16,Original,VGG16 (Original),BIM,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs100_pretrain300,0.342,0.6579999999999999,0.6009781360626221,0.7954,0.827256726175509,0.7555671813711617,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs100_pretrain300,0.2872,0.7128,0.6674338281154633,0.7954,0.8961528790545638,0.8391172090966347,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.5286,0.47140000000000004,0.36737626791000366,0.7954,0.5926577822479256,0.46187612259241095,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs100_pretrain300,0.4998,0.5002,0.4042002558708191,0.7954,0.6288659793814433,0.5081723106246154,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,MobileNet,Original,MobileNet (Original),Cifar100_epochs100_pretrain300,0.3609,0.6391,0.5765247344970703,0.7954,0.8034950968066382,0.7248236541326003,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.5511,0.44889999999999997,0.3268124461174011,0.7954,0.5643701282373648,0.410878106760625,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs100_pretrain300,0.5396,0.46040000000000003,0.34407365322113037,0.7954,0.5788282625094293,0.4325793980652884,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),BIM,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs100_pretrain300,0.0116,0.9884,0.9884925205260515,0.7954,1.2426452099572542,1.242761529451913,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),BIM,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs100_pretrain300,0.363,0.637,0.5765247344970703,0.7954,0.8008549157656525,0.7248236541326003,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,VGG16,Finetuned,VGG16 (Finetuned),Cifar100_epochs100_pretrain300,0.3166,0.6834,0.7939074784517288,0.9832,0.6950772986167616,0.8074730252763719,True,False,same_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,VGG16,Original,VGG16 (Original),Cifar100_epochs100_pretrain300,0.017,0.983,1.0,0.9832,0.9997965825874695,1.017087062652563,True,True,self_same_kind
VGG16,Original,VGG16 (Original),APGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs100_pretrain300,0.152,0.848,0.8965776637196541,0.9832,0.8624898291293734,0.9118975424325204,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs100_pretrain300,0.1288,0.8712,0.9185784161090851,0.9832,0.886086248982913,0.9342742230564332,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.2791,0.7209,0.7707784920930862,0.9832,0.7332180634662328,0.7839488324787289,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs100_pretrain300,0.2484,0.7516,0.8012410700321198,0.9832,0.7644426362896665,0.8149319263955653,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,MobileNet,Original,MobileNet (Original),Cifar100_epochs100_pretrain300,0.1703,0.8297,0.8753290697932243,0.9832,0.8438771358828316,0.8902858724503909,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.3079,0.6920999999999999,0.7448288798332214,0.9832,0.7039259560618388,0.7575558175683701,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs100_pretrain300,0.3002,0.6998,0.7493418455123901,0.9832,0.7117575264442636,0.7621458965748477,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),APGD,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs100_pretrain300,0.0104,0.9896,0.9907860094681382,0.9832,1.0065093572009765,1.0077156320872032,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),APGD,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs100_pretrain300,0.1827,0.8173,0.8540804833173752,0.9832,0.8312652563059398,0.8686742100461505,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,VGG16,Finetuned,VGG16 (Finetuned),Cifar100_epochs100_pretrain300,0.2207,0.7793,0.6940897405147552,,,,True,False,same_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,VGG16,Original,VGG16 (Original),Cifar100_epochs100_pretrain300,0.0087,0.9913,0.9886902589350939,,,,True,True,self_same_kind
VGG16,Original,VGG16 (Original),CW,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs100_pretrain300,0.0863,0.9137,0.8817949667572975,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs100_pretrain300,0.0652,0.9348,0.9104341492056847,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.1789,0.8210999999999999,0.7431594431400299,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs100_pretrain300,0.1607,0.8392999999999999,0.773075520992279,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,MobileNet,Original,MobileNet (Original),Cifar100_epochs100_pretrain300,0.1043,0.8956999999999999,0.854615107178688,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.2022,0.7978000000000001,0.7154323160648346,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs100_pretrain300,0.1979,0.8021,0.7203575372695923,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),CW,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs100_pretrain300,0.0103,0.9897,0.9903319953009486,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),CW,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs100_pretrain300,0.1151,0.8849,0.8405691385269165,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,VGG16,Finetuned,VGG16 (Finetuned),Cifar100_epochs100_pretrain300,0.3542,0.6457999999999999,0.75096096098423,,,,True,False,same_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,VGG16,Original,VGG16 (Original),Cifar100_epochs100_pretrain300,0.0504,0.9496,0.9538741670548916,,,,True,True,self_same_kind
VGG16,Original,VGG16 (Original),DeepFool,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs100_pretrain300,0.1488,0.8512,0.90329759567976,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs100_pretrain300,0.1225,0.8775,0.9265628159046173,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.2813,0.7187,0.7869714796543121,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs100_pretrain300,0.2509,0.7491,0.813878208398819,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,MobileNet,Original,MobileNet (Original),Cifar100_epochs100_pretrain300,0.1693,0.8307,0.8828646540641785,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs100_pretrain300,0.3111,0.6889000000000001,0.7608739584684372,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs100_pretrain300,0.3041,0.6959,0.7661339193582535,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),DeepFool,ConvNeXt,Finetuned,ConvNeXt (Finetuned),Cifar100_epochs100_pretrain300,0.0106,0.9894,0.9906939109787345,,,,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),DeepFool,ConvNeXt,Original,ConvNeXt (Original),Cifar100_epochs100_pretrain300,0.1794,0.8206,0.8640501648187637,,,,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,VGG16,Original,VGG16 (Original),Cifar100_epochs300_pretrain100,0.0433,0.9567,1.0,0.9567,1.0,1.0452597470471412,True,True,self_same_kind
VGG16,Original,VGG16 (Original),PGD,RegNetX_400MF,Finetuned,RegNetX_400MF (Finetuned),Cifar100_epochs300_pretrain100,0.0877,0.9123,0.905461460351944,0.9567,0.953590467231107,0.946442417008408,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,RegNetX_400MF,Original,RegNetX_400MF (Original),Cifar100_epochs300_pretrain100,0.0726,0.9274,0.9177324548363686,0.9567,0.9693738894115188,0.9592687935992146,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,InceptionNet,Finetuned,InceptionNet (Finetuned),Cifar100_epochs300_pretrain100,0.1748,0.8251999999999999,0.8041825145483017,0.9567,0.8625483432633009,0.8405796117364918,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,InceptionNet,Original,InceptionNet (Original),Cifar100_epochs300_pretrain100,0.1593,0.8407,0.8266505300998688,0.9567,0.8787498693425316,0.864064523988574,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,MobileNet,Original,MobileNet (Original),Cifar100_epochs300_pretrain100,0.106,0.894,0.8864500522613525,0.9567,0.9344622138601443,0.9265705573966264,False,True,cross_arch_same_kind
VGG16,Original,VGG16 (Original),PGD,XceptionNet,Finetuned,XceptionNet (Finetuned),Cifar100_epochs300_pretrain100,0.1988,0.8012,0.7706533074378967,0.9567,0.8374621093341695,0.8055328811935787,False,False,cross_arch_cross_kind
VGG16,Original,VGG16 (Original),PGD,XceptionNet,Original,XceptionNet (Original),Cifar100_epochs300_pretrain100,0.2021,0.7979,0.7665053606033325,0.9567,0.834012752168914,0.8011971993345172,False,True,cross_arch_same_kind
